Job Title,Company Name,Location,Sector
"Associate or Scientist, In Vivo Pharmacology and Clinical Virology","Arbutus Biopharma
3.1","Warminster, PA",Biotech & Pharmaceuticals
Senior Data Scientist with experience in life sciences data specifically in commercial,"Themesoft Inc
3.9","Wilmington, DE",Information Technology
Data Engineer,"HealthVerity
5.0","Philadelphia, PA",Information Technology
Bench Scientist,"Randstad
3.6","Collegeville, PA",Business Services
Sr Scientist,"GSK
3.9","King of Prussia, PA",Biotech & Pharmaceuticals
"Digital Marketing Analytics Manager, Decision Science Consulting,PA/NJ","Axtria
3.6","Philadelphia, PA",Business Services
Data Engineer,"K-Tek Resourcing LLC
3.9","Philadelphia, PA",Information Technology
Scientist - Large Molecule,"PPD
3.7","King of Prussia, PA",Biotech & Pharmaceuticals
"Formulation Scientist, Sterile Products","GSK
3.9","Collegeville, PA",Biotech & Pharmaceuticals
Sr. Research Scientist-Liver,"Spark Therapeutics
3.2","Philadelphia, PA",Biotech & Pharmaceuticals
Senior Cyber Applied Research Scientist (CH),"Lockheed Martin
3.8","Cherry Hill, NJ",Aerospace & Defense
Virology Data Analysts,"Eurofins
3.4","West Point, PA",Biotech & Pharmaceuticals
SQL Data Analyst,"Zachary Piper Solutions, LLC
3.9","Horsham, PA",Information Technology
"Clinical Scientist, Vaccines","Pfizer
4.1","Collegeville, PA",Biotech & Pharmaceuticals
Sr. Research Scientist CNS,"Spark Therapeutics
3.2","Philadelphia, PA",Biotech & Pharmaceuticals
Data Modeler,"JPMorgan Chase Bank, N.A.
3.9","Wilmington, DE",Finance
Vector Optimization Senior Research Scientist,"Spark Therapeutics
3.2","Philadelphia, PA",Biotech & Pharmaceuticals
Data Analyst-(analytics),"A2C Consulting
3.6","Philadelphia, PA",Business Services
"Senior Scientist, Immunology","GSK
3.9","Collegeville, PA",Biotech & Pharmaceuticals
"Senior Associate Scientist, Biophysical Screening","J&J Family of Companies
4.0","Spring House, PA",Biotech & Pharmaceuticals
"Principal Scientist, Computational Genomics","J&J Family of Companies
4.0","Spring House, PA",Biotech & Pharmaceuticals
Business Analyst - Data Science & SQL,"Computer Enterprises, Inc.
3.5","Philadelphia, PA",Information Technology
Principal Scientist-R&D Analytical-Raw Materials,"J&J Family of Companies
4.0","Fort Washington, PA",Biotech & Pharmaceuticals
"Principal Scientist, Global Self-Care Stability","J&J Family of Companies
4.0","Fort Washington, PA",Biotech & Pharmaceuticals
Analytic Consultant 5 - Consumer Collections & Servicing Analytics,"Wells Fargo
3.6","Wilmington, DE",Finance
VP -- US Consumer Digital Prospecting Data Scientist,"Citi
3.7","Wilmington, DE",Finance
Lead Data Analyst,"GSK
3.9","Brentford, United Kingdom",Biotech & Pharmaceuticals
Data Engineer II,Black Knight Financial Technology Solutions,"Philadelphia, PA",-1
Process Development Scientist |PR,"RCM Technologies
3.4","Pennsauken, NJ",Information Technology
Data Modeler,"eTeam Inc.
3.7","Media, PA",Business Services
Data Engineer ( Kafka),"Integrated Technology Strategies, Inc.","Cherry Hill, NJ",Consumer Services
"Senior Scientist, CAR-T Analytical Development-Cell & Gene Therapy, Vaccines (PCR)","J&J Family of Companies
4.0","Malvern, PA",Biotech & Pharmaceuticals
Research Scientist - Lentivirus Focus,"Spirovant Sciences, Inc.","Philadelphia, PA",Biotech & Pharmaceuticals
Research Scientist - Adeno-associated Virus (AAV) Focus,"Spirovant Sciences, Inc.","Philadelphia, PA",Biotech & Pharmaceuticals
"Research Scientist, Vector Engineering",SwanBio Therapeutics,"Philadelphia, PA",-1
Associate Clinical Scientist/Clinical Trial Associate,"Inovio Pharmaceuticals
3.6","Plymouth Meeting, PA",Biotech & Pharmaceuticals
Director of Quantitative Research,"M3 USA
3.1","Fort Washington, PA",Information Technology
"Principal Scientist, CAR-T Cell Characterization Flow Lead-Cell Therapies","J&J Family of Companies
4.0","Malvern, PA",Biotech & Pharmaceuticals
"Principal Scientist, CAR-T Characterization Lead - Cell Therapies","J&J Family of Companies
4.0","Malvern, PA",Biotech & Pharmaceuticals
MRI Associate Principal Scientist,"Merck
3.9","West Point, PA",Biotech & Pharmaceuticals
Financial Data Scientist,"Qurate Retail Group
3.6","West Chester, PA",Retail
Measurement Scientist,"Law School Admissions Council, Inc.
3.2","Newtown, PA",Non-Profit
Senior Quantitative Researcher,"STEVENS CAPITAL MANAGEMENT LP
4.6","Radnor, PA",Finance
"Senior Scientist, Genomics","GSK
3.9","Collegeville, PA",Biotech & Pharmaceuticals
TECAN Automation Scientist,"ProClinical
3.8","Collegeville, PA",Business Services
Pharmaceutical Upstream Processing Scientist - III,"On-Board Companies
3.4","West Point, PA",Business Services
Senior Product Development Scientist / Pharmaceutical Sterile Products,"Pharmaceutical
4.4","Berwyn, PA",-1
Data Analyst- Remote,"Fred Beans
3.9","Doylestown, PA",Retail
"Senior Scientist, Downstream Process Development","GSK
3.9","King of Prussia, PA",Biotech & Pharmaceuticals
In Process Analytical Scientist,"Eurofins
3.4","West Point, PA",Biotech & Pharmaceuticals
"Business Applications, Infor Analytics Consultant","Grant Thornton
3.7","Philadelphia, PA",Accounting & Legal
Data Science Software Engineer,"Enverus
3.6","Conshohocken, PA","Oil, Gas, Energy & Utilities"
Computer Scientist/Computer Engineer/IT Professional,"The GBS Group
3.3","Philadelphia, PA",Business Services
"Lead Data Scientist, People Analytics and Insights","Citibank
3.8","Wilmington, DE",Finance
Salesforce Business Intelligence Analyst II,"Contemporary Staffing Solutions
4.4","Fort Washington, PA",Business Services
"Scientist, Analytical Outsource Stability","Eisai US
3.0","Exton, PA",Biotech & Pharmaceuticals
"Senior Scientist, Neuroscience","GSK
3.9","Collegeville, PA",Biotech & Pharmaceuticals
Data Engineer,"AETEA Information Technology Inc
3.9","Wilmington, DE",Information Technology
"Sr. Principal Scientist, Chemistry","Arbutus Biopharma
3.1","Warminster, PA",Biotech & Pharmaceuticals
Sample Management Scientist,"Eurofins
3.4","West Point, PA",Biotech & Pharmaceuticals
"Associate Principal Scientist, Vaccine Process Development and Commercialization (Upstream)","Merck
3.9","West Point, PA",Biotech & Pharmaceuticals
Senior Scientist-UV Coatings,"Keystone Industries
3.4","Cherry Hill, NJ",Manufacturing
SR BUSINESS DATA ANALYST PRN,"Cooper University Health Care
3.2","Camden, NJ",Health Care
"Senior Scientist, Assay Operations","Merck
3.9","West Point, PA",Biotech & Pharmaceuticals
Spark/Big Data Engineer,"Pyramid Consulting, Inc.
3.7","Philadelphia, PA",Information Technology
HPLC Prep Scientist,"Eurofins
3.4","West Point, PA",Biotech & Pharmaceuticals
Downstream Sr. Scientist,"Piper Companies
4.5","Philadelphia, PA",Business Services
Process Development Downstream Sr. Scientist,"Piper Companies
4.5","Philadelphia, PA",Business Services
"Senior Scientist, Vaccine Process Development and Commercialization (Downstream)","Merck
3.9","West Point, PA",Biotech & Pharmaceuticals
Drug Product Scientist,"Eurofins
3.4","West Point, PA",Biotech & Pharmaceuticals
Senior Managing Consultant - Data Science,"BLDS, LLC","Philadelphia, PA",-1
Process Scientist/Senior Process Scientist,"Flamma USA
4.0","Malvern, PA",-1
Senior Upstream Processing Scientist,"Ubertal Inc
3.7","West Point, PA",-1
Data Engineer (Python and SQL),"Queen Consulting Group, Inc.
5.0","Philadelphia, PA",-1
Upstream Scientist - Bioreactors,"The Fountain Group
3.6","West Point, PA",Business Services
Patient Recruitment Data Analyst (ArcGIS),Pharmica Consulting,"Norristown, PA",-1
Data Science/Models/Statistics/Python/R/AWS,"Management Decisions, Inc.
1.6","Philadelphia, PA",Business Services
Data Engineer II,"Voca
4.7","Philadelphia, PA",Business Services
Senior Data Analyst,"A2C Consulting
3.6","Philadelphia, PA",Business Services
Data Engineer,"System Soft Technologies
4.8","Cherry Hill, NJ",Information Technology
Research Scientist CNS,"Spark Therapeutics
3.2","Philadelphia, PA",Biotech & Pharmaceuticals
"Associate Scientist, QC Microbiology","WuXi AppTec
2.6","Philadelphia, PA",Biotech & Pharmaceuticals
Pharmaceutical Customer Data Analyst,"APN Software Services Inc.
4.1","Plymouth Meeting, PA",Information Technology
Data Engineer - PySpark/Spark-SQL/AWS,"IT Pros
3.3","Philadelphia, PA",Business Services
Data Analytics Architect,"RELX Group
3.7","Philadelphia, PA",Information Technology
Airflow Data Engineer,"Lumaxia Consulting, LLC.","Wilmington, DE",Business Services
ELSI Research Associate - Hussman (Social Scientist Scholar),University of Miami Health System,"Philadelphia, PA",-1
Clinical Laboratory Scientist | 2nd shift,"Main Line Health
3.6","Media, PA",Health Care
Clinical Safety and Risk Management CSRM Medical Associate / Senior Scientist,"Merck
3.9","North Wales, PA",Biotech & Pharmaceuticals
"Senior Scientist, Biopharm Upstream Process Development","GSK
3.9","King of Prussia, PA",Biotech & Pharmaceuticals
Lead Data Scientist-NLP Expert,"USAA
3.6","San Antonio, TX",Insurance
Director Data Scientist - Data Science Hub,"USAA
3.6","San Antonio, TX",Insurance
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Analytic Consultant 5 Quality Control Lead,"Wells Fargo
3.6","San Antonio, TX",Finance
Sr. Tech Svc Scientist (I),"The Nature's Bounty Co.
2.9","San Antonio, TX",Manufacturing
Data Scientist,"Tata Consultancy Services
3.8","San Antonio, TX",Information Technology
Data Scientist,"B.E.A.T.
4.5","San Antonio, TX",Information Technology
ENGINEER - RESEARCH ENGINEER - SCIENTIST - ELECTROMAGNETICS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Data Scientist,"Knowesis Inc.
4.4","San Antonio, TX",Business Services
Data Scientist,"Sysmind LLC
4.1","San Antonio, TX",Information Technology
"ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR OKLAHOMA CITY, OKLAHOMA","Southwest Research Institute
4.1","San Antonio, TX",Business Services
Data Scientist,"Sierra Business Solution LLC
4.1","San Antonio, TX",-1
Data Scientist,Alakaina Family of Companies,"San Antonio, TX",-1
Data Scientist,"iHeartMedia
3.2","San Antonio, TX",Media
Data Scientist,"Tata Consultancy Services (North America)
3.7","San Antonio, TX",Information Technology
Data Scientist,"Alaka`ina Foundation Family of Companies
3.6","San Antonio, TX",-1
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - ADVANCED INSPECTION SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Data Scientist,"B E A T LLC
4.9","San Antonio, TX",Telecommunications
Data Scientist (DoD Secret Security Clearance),"ka-hoot
5.0","San Antonio, TX",Business Services
Data Scientist,"Horizon Corp
3.5","San Antonio, TX",Finance
Data Scientist,"Ke`aki Technologies, LLC
3.4","San Antonio, TX",Information Technology
COMPUTER SCIENTIST- ENGINEER - RESEARCH ENGINEER - ROBOTICS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Data Scientist,"CICONIX, LLC
4.0","San Antonio, TX",Government
Data Scientist,"Koniag, Inc.
3.4","San Antonio, TX",Business Services
Data Engineer,"Group O
3.1","San Antonio, TX",Business Services
Data Scientist 2,"Humana
3.6","San Antonio, TX",Insurance
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","San Antonio, TX",Government
Federal - Data Scientist,"Solekai Systems Corp
4.2","San Antonio, TX",Information Technology
Business Intelligence Analyst -1,"Valero Energy Corporation
3.9","San Antonio, TX","Oil, Gas, Energy & Utilities"
Business Intelligence Analyst Senior,"USAA
3.6","San Antonio, TX",Insurance
Data Scientist - Nationwide Opportunities,"Amazon
3.9","Schertz, TX",Information Technology
Senior Data Scientist,"Humana
3.6","San Antonio, TX",Insurance
Data Science Developer,"Apex Systems
3.8","San Antonio, TX",Business Services
Sr. Data Scientist with SAS,"Sierra Business Solution LLC
4.1","San Antonio, TX",-1
Business Intelligence Analyst,"Valero
3.9","San Antonio, TX","Oil, Gas, Energy & Utilities"
Lead Data Scientist,"CyberCoders
4.2","San Antonio, TX",Business Services
Lead Data Scientist,"Humana
3.6","San Antonio, TX",Insurance
Data Scientist with Security Clearance,"Gridiron IT Solutions
5.0","San Antonio, TX",Information Technology
Data Analyst,"Staffigo Technical Services, LLC
5.0","San Antonio, TX",Information Technology
Data Analyst,"Ionidea
3.6","San Antonio, TX",Information Technology
Sr Data Engineer,"Group O
3.1","San Antonio, TX",Business Services
Data Analyst,"C2 GPS- Alamo Workforce
3.4","San Antonio, TX",Business Services
Data Engineer,"Scaleworks
4.5","San Antonio, TX",Information Technology
Data Engineer,"York Solutions, LLC
3.5","San Antonio, TX",Business Services
Data Analyst,"Integrated Resources
3.1","San Antonio, TX",Business Services
Data Scientist - Top Secret w/ SCI Eligibility,"LMI
4.0","San Antonio, TX",Business Services
Business Intelligence Analyst I,"USAA
3.6","San Antonio, TX",Insurance
Data Engineer,"Reliable Software Resources
4.0","San Antonio, TX",Information Technology
Associate Data Engineer,"OptumCare
3.4","San Antonio, TX",Health Care
Data Engineer,"Daman, Inc.
3.9","San Antonio, TX",-1
Business Intelligence Analyst Senior (Chief Financial Office),"USAA
3.6","San Antonio, TX",Insurance
Data Analyst,"CYNET SYSTEMS
4.0","San Antonio, TX",Information Technology
Federal - Senior Machine Learning Engineer,"Solekai Systems Corp
4.2","San Antonio, TX",Information Technology
Federal - Senior Machine Learning Engineer,"Accenture
3.9","San Antonio, TX",Business Services
Data Scientist with Security Clearance,Keaki Technologies,"San Antonio, TX",-1
Data Engineer,"B E A T LLC
4.9","San Antonio, TX",Telecommunications
Business Intelligence Analyst III - Credit Card,"USAA
3.6","San Antonio, TX",Insurance
Machine Learning Engineer,"Horizon Corp
3.5","San Antonio, TX",Finance
Data Science Architect,"Onica Group
4.3","San Antonio, TX",Information Technology
Data Analyst,"Apex Systems
3.8","San Antonio, TX",Business Services
Business Intelligence Analyst Senior - Marketing,"USAA
3.6","San Antonio, TX",Insurance
Data Engineer,"B.E.A.T.
4.5","San Antonio, TX",Information Technology
Data Engineer,"Speridian Technologies LLC
3.8","San Antonio, TX",Information Technology
Data Science Team Lead,"Apex Systems
3.8","San Antonio, TX",Business Services
Data Engineer,"Deacon Recruiting
3.0","San Antonio, TX",Business Services
LEAD COMPUTER SCIENTIST - SR. COMPUTER SCIENTIST - SPACE DATA SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Scientist I Metrix,"H E B
4.3","San Antonio, TX",Retail
Data Analyst,"Vinsari
2.5","San Antonio, TX",-1
Data Scientist (Sr.),Cyber Warrior Network,"San Antonio, TX",Information Technology
ANALYST - SCIENTIST - KINETICS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Data Engineer,GradTests (gradtests.com.au),"San Antonio, TX",-1
Data Engineer- Begin with Remote,"Reliable Software Resources
4.0","San Antonio, TX",Information Technology
DATA ENGINEER,Tech Quarry,"San Antonio, TX",-1
Data Analyst,"Diverse Lynx
3.9","San Antonio, TX",Information Technology
Data Engineer,"nfolks
2.5","San Antonio, TX",Business Services
Business Intelligence Analyst I,United Services Automobile Association (USAA),"San Antonio, TX",-1
ENGINEER - RESEARCH ENGINEER - SCIENTIST - KINETICS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Data Engineer,"NTT DATA, Inc.
2.9","San Antonio, TX",Accounting & Legal
Data Engineer,"Guidehouse
3.4","San Antonio, TX",Business Services
Contract Data Analyst,"Amyx, Iinc.","San Antonio, TX",-1
Associate Scientist R&D,"Mylan Inc.
3.6","San Antonio, TX",Biotech & Pharmaceuticals
Data Engineer,"OptumCare
3.4","San Antonio, TX",Health Care
Data Analyst,"Huntington Ingalls Industries
3.7","San Antonio, TX",Aerospace & Defense
Data Analyst,"CDO Technologies Inc
3.3","San Antonio, TX",Information Technology
Data Science Team Lead,"CompQsoft
3.5","San Antonio, TX",Business Services
Sr. Fraud Risk Quantitative Analyst,"Victory Capital Management Inc.
3.1","San Antonio, TX",Finance
Data Engineer,"iHeartMedia
3.2","San Antonio, TX",Media
Contract Data Analyst,"Amyx, Inc.
4.0","San Antonio, TX",Information Technology
Senior Data Analyst,"Scaleworks
4.5","San Antonio, TX",Information Technology
Data Science Team Lead,"IPSecure, Inc.
3.0","San Antonio, TX",-1
Federal - Data Engineer - Senior,"Solekai Systems Corp
4.2","San Antonio, TX",Information Technology
Senior Data Analyst,"HCL Technologies Ltd.
3.5","San Antonio, TX",Information Technology
Data Engineer,"Navigant Consulting
3.2","San Antonio, TX",Business Services
Marketing & Data Analyst,"Principle Auto
4.1","San Antonio, TX",Retail
SCIENTIST - MICROENCAPSULATION,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Data Engineer,"H E B
4.3","San Antonio, TX",Retail
Data Science Team Lead,JTEC Consulting LLC (A Veteran-Owned Small Business),"San Antonio, TX",-1
COMPUTER SCIENTIST,"U.S. Navy
3.8","San Antonio, TX",Government
Data Science Team Developers with Security Clearance,"M9 Solutions
4.7","San Antonio, TX",Information Technology
Research Scientist II,"Leidos
3.5","San Antonio, TX",Aerospace & Defense
Federal - Senior Machine Learning Engineer,Accenture Contractor Jobs,"San Antonio, TX",-1
Business Intelligence Analyst II,"USAA
3.6","San Antonio, TX",Insurance
COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - INFORMATION EXPLOITATION,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
DATA ENGINEER (Remote),Tech Quarry,"San Antonio, TX",-1
Clinical Laboratory Scientist II,"Methodist Hospital Metropolitan
3.5","San Antonio, TX",Health Care
Data Analyst II - Risk Adjustment Analyst,"UnitedHealth Group
3.3","San Antonio, TX",Health Care
Cinical Laboratory Scientist II,"Methodist Hospital Northeast
3.4","San Antonio, TX",Health Care
COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Sr. Scientist/Engineer,"Tetra Tech, Inc.
3.7","San Antonio, TX",Business Services
Clinical Laboratory Scientist II,"Methodist Hospital Stone Oak
3.4","San Antonio, TX",Health Care
Data Analyst I,"Deacon Recruiting
3.0","San Antonio, TX",Business Services
ANALYST - ENGINEER - SCIENTIST - ACOUSTICS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Cyber Security Data Scientist.,"Wits Solutions
3.3","San Antonio, TX",Business Services
Senior Contract Data Analyst,"Amyx, Inc.
4.0","San Antonio, TX",Information Technology
Data Modeler,Cyber Warrior Network,"San Antonio, TX",Information Technology
COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - ELECTRICAL SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Clinical Laboratory Scientist Team Lead,"Methodist Hospital Stone Oak
3.4","San Antonio, TX",Health Care
Data Analyst / Tableau Developer,"Technocrafts, Inc.
3.9","San Antonio, TX",Information Technology
Senior Contract Data Analyst,"Amyx, Iinc.","San Antonio, TX",-1
Computer Scientist,"U.S. Air Force
4.2","Lackland AFB, TX",Government
RESEARCH COMPUTER SCIENTIST - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Senior Technical Services Specialist/Scientist,Leading OTC Pharma Manufacturer,"San Antonio, TX",-1
Epidemiology Data Analyst,"NJVC
2.8","San Antonio, TX",Information Technology
Urgent Need - Data Modeler,Parmesoft Inc.,"San Antonio, TX",-1
"Epidemiology/Data Analyst, San Antonio, TX, US, ID",Cherokee Federal,"San Antonio, TX",Finance
Research Scientist II with Security Clearance,"Leidos
3.5","San Antonio, TX",Aerospace & Defense
Business Intelligence Analyst Senior (Chief Financial Office),United Services Automobile Association (USAA),"San Antonio, TX",-1
Senior Data Engineer,"Deacon Recruiting
3.0","San Antonio, TX",Business Services
Senior Social Scientist,"Leonie Industries
3.4","San Antonio, TX",Government
Business Intelligence Analyst III - Credit Card,United Services Automobile Association (USAA),"San Antonio, TX",-1
Research Scientist,"Alaka`ina Foundation Family of Companies
3.6","Fort Sam Houston, TX",-1
Data Engineer ETL Developer,"Randstad
3.6","San Antonio, TX",Business Services
Senior Data Analyst,"Convene Technologies
3.3","San Antonio, TX",Information Technology
Epidemiology Data Analyst,"Chenega Healthcare Services
3.8","San Antonio, TX",Business Services
Lead Data Analyst,South Texas Radiology Group PA,"San Antonio, TX",-1
Data Analyst - Top Secret w/ SCI Eligibility,"LMI
4.0","San Antonio, TX",Business Services
San Antonio Data Science Tutor Jobs,"Varsity Tutors
4.2","San Antonio, TX",Information Technology
Manager of Data Science,"H E B
4.3","San Antonio, TX",Retail
LEAD ENGINEER - SR. COMPUTER SCIENTIST - SR. RESEARCH ENGINEER - UNMANNED SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
COMPUTER SCIENTIST - ENGINEER - PERCEPTION SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Senior Data Engineer,"Victory Capital Management Inc.
3.1","San Antonio, TX",Finance
Computer Scientist,"Air Force Materiel Command
3.8","Fort Sam Houston, TX",Business Services
Biomedical Laboratory Scientist,"The McConnell Group, Inc
3.5","San Antonio, TX",Biotech & Pharmaceuticals
GENERAL PHYSICAL SCIENTIST,"U.S. Navy
3.8","San Antonio, TX",Government
Research Scientist Assistant I/II,"University of Texas at San Antonio
4.1","San Antonio, TX",Education
COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - PERFORMANCE METROLOGY,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Physical Scientist,"U.S. Air Force
4.2","Fort Sam Houston, TX",Government
Senior Data Engineer,"H E B
4.3","San Antonio, TX",Retail
Epidemiologist - Data Analyst,"CICONIX, LLC
4.0","San Antonio, TX",Government
Postdoctoral Scientist - Quantitative Biology and Bioinformatics,"Texas Biomedical Research
3.3","San Antonio, TX",Business Services
COMPUTER SCIENTIST - ENGINEER - DECISION TECHNOLOGIES,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Epidemiology/Data Analyst,"CAMRIS International
4.0","San Antonio, TX",Government
Data Analyst/Engineers,"Diverse Lynx
3.9","San Antonio, TX",Information Technology
Research Scientist,"Ke`aki Technologies, LLC
3.4","Fort Sam Houston, TX",Information Technology
Electronics Engineer/Computer Scientist,"U.S. Air Force
4.2","Lackland AFB, TX",Government
Business Intelligence Analyst Senior - Marketing,United Services Automobile Association (USAA),"San Antonio, TX",-1
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
"Data Analyst ( SAS,SQL)","eTeam Inc.
3.7","San Antonio, TX",Business Services
Computer Scientist,Air Education and Training Command,"Fort Sam Houston, TX",-1
COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - CYBER-PHYSICAL SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
Senior Data Science Analyst,"PETCO
2.9","San Antonio, TX",Retail
Environmental Compliance Scientist,"Oneida ESC Group
3.0","San Antonio, TX",-1
"Configuration Data Analyst, (Secret Clearance Required) San An with Security Clearance",Cherokee Federal,"San Antonio, TX",Finance
Research Scientist II,"General Dynamics Information Technology
3.5","Fort Sam Houston, TX",Information Technology
Data Science Team Developer,"CompQsoft
3.5","San Antonio, TX",Business Services
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. RESEARCH ENGINEER - INDUSTRIAL ROBOTICS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services
BUSINESS INTELLIGENCE ANALYST,"VIA Metropolitan Transit
3.5","San Antonio, TX",Government
Field Scientist,"Terracon
3.5","San Antonio, TX",Business Services
Data Engineer with Security Clearance,"Guidehouse
3.4","San Antonio, TX",Business Services
"Configuration Data Analyst, (Secret Clearance Required) San Antonio, TX, US ID","Cherokee Nation Businesses, LLC
3.2","San Antonio, TX",Accounting & Legal
"Applied Cybersecurity Reseach Scientist, Advance Cyber Science","CACI International
3.6","San Antonio, TX",Aerospace & Defense
Risk Data Analyst,"Deacon Recruiting
3.0","San Antonio, TX",Business Services
Epidemiology Data Analyst,"General Dynamics Information Technology
3.5","Lackland AFB, TX",Information Technology
Data Modeler,"Kforce
4.1","San Antonio, TX",Business Services
Network Data engineer,Danta Technologies,"San Antonio, TX",-1
Senior Data Modeler,Gathi Analytics,"San Antonio, TX",-1
Scientist Medical Laboratory II,"University Health System
3.7","San Antonio, TX",Health Care
Sr. Tech Svc Scientist (I),The Nature’s Bounty Co,"San Antonio, TX",-1
IT Data Science Analyst,"Kforce
4.1","San Antonio, TX",Business Services
Research Scientist Associate IV,"University of Texas at San Antonio
4.1","San Antonio, TX",Education
Laboratory Scientist II,"University Health System
3.7","San Antonio, TX",Health Care
Data Engineer - Top Secret w/ SCI Eligibility,"LMI
4.0","San Antonio, TX",Business Services
Biological Scientist,"U.S. Air Force
4.2","Lackland AFB, TX",Government
TECHNICAL DATA ANALYST,"Spectrum Comm
3.8","Lackland AFB, TX",Aerospace & Defense
Environmental Scientist/Engineer,"BB&E, Inc.
4.0","San Antonio, TX",Finance
Data Analyst with Security Clearance,"CDO Technologies Inc
3.3","San Antonio, TX",Information Technology
"Associate Scientist, Process Development & Manufacturing","BioBridge Global
2.2","San Antonio, TX",Biotech & Pharmaceuticals
"Configuration Data Analyst, San Antonio, TX, US ID#17897 with Security Clearance",Cherokee Federal,"Fort Sam Houston, TX",Finance
Research Scientist III,"General Dynamics Information Technology
3.5","Fort Sam Houston, TX",Information Technology
Senior Data Engineer,KCI Licensing,"San Antonio, TX",-1
Lead of Cybersecurity Data Protection & Analytics,"Humana
3.6","San Antonio, TX",Insurance
Lead Data Scientist,"HP Inc.
4.1","San Diego, CA",Information Technology
Sr. Principal Data Scientist,"Northrop Grumman
3.8","San Diego, CA",Aerospace & Defense
Clinical Laboratory Scientist,OME Wellness,"San Diego, CA",-1
Associate Integration Scientist 1,"Illumina
3.9","San Diego, CA",Biotech & Pharmaceuticals
Data Analyst,"Midland Credit Management
3.4","San Diego, CA",Finance
Process Development Scientist/Engineer I/II,"Poseida Therapeutics
4.1","San Diego, CA",Biotech & Pharmaceuticals
Scientist - Biomarker and Flow Cytometry,"Crown Bioscience
2.4","San Diego, CA",Biotech & Pharmaceuticals
Data Scientist - Telecommute,"Unitedhealth Group
3.3","San Diego, CA",Health Care
JC2002: Research Scientist: Coronavirus research and development,"ProSci
2.3","Poway, CA",Biotech & Pharmaceuticals
Data Scientist,"CliniComp, Intl.
3.8","San Diego, CA",Information Technology
Data Science & Analytics Intern,"Cuker
4.1","San Diego, CA",Business Services
Data Science Intern,"SiO Digital
4.7","San Diego, CA",Business Services
Data Scientist,"PETCO
2.9","San Diego, CA",Retail
Scientist I,"Invivoscribe, Inc.
3.2","San Diego, CA",Biotech & Pharmaceuticals
Global Big Data Scientist,"ALERE
2.8","San Diego, CA",Biotech & Pharmaceuticals
Data Scientist,"Realty Income
4.6","San Diego, CA",Real Estate
Staff Data Scientist - CGM Analytics,"Dexcom
3.5","San Diego, CA",Biotech & Pharmaceuticals
Scientist I,"Abbott
3.6","San Diego, CA",Health Care
"Scientist, Product Development","Emergent BioSolutions
3.0","San Diego, CA",Biotech & Pharmaceuticals
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","San Diego, CA",Government
Data Scientist,"Seismic
4.5","San Diego, CA",Information Technology
Federal - Data Scientist,"Solekai Systems Corp
4.2","San Diego, CA",Information Technology
"Data Scientist, Strategic Research and Analytics","Center for Sustainable
2.8","San Diego, CA","Oil, Gas, Energy & Utilities"
Scientist I,"Sekisui Diagnostics
3.6","San Diego, CA",-1
Data Scientist: Advanced Analytics,"Sysintelli
4.6","San Diego, CA",Accounting & Legal
